Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Tot_Benes,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_NatInd_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre
010090,"Providence Hospital","6801 Airport Boulevard",Mobile,36608,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1844,109914430,31933649,27220178,2402,13086,13490,74.971800434,221,616,655,352,1025,819,1562,240,"",14,"",18,272,1572,0.0097613883,0.1268980477,0.2001084599,0.1914316703,0.3486984816,0.0336225597,0.3199566161,0.2928416486,0.0168112798,0.0135574837,0.0406724512,0.1290672451,0.397505423,0.1984815618,0.4078091106,0.3481561822,0.4821041215,0.4631236443,0.75,0.75,0.5845986985,0.1502169197,0.0309110629,0.5477223427,0.1670281996,1.7674453414
010091,"Grove Hill Memorial Hospital","295 Jackson Hwy S","Grove Hill",36451,AL,01,10.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",36,320337,301503,241499,40,135,142,70.777777778,"","","","",23,13,28,"","","","","",13,23,0.0555555556,0.2777777778,0.1944444444,0.2777777778,0.3888888889,0.1111111111,0.3888888889,0.3055555556,0.0555555556,0,0.1111111111,0.0833333333,0.3611111111,0.0555555556,0.25,0.2777777778,0.4444444444,0.4722222222,0.5833333333,0.75,0.3888888889,0.0277777778,0.0277777778,0.3888888889,0.1388888889,1.8249520215
010092,"Dch Regional Medical Center","809 University Boulevard East",Tuscaloosa,35401,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3193,208764110,64662560,53768495,4628,25684,27156,73.432195427,559,989,1015,630,1724,1469,2319,801,"",16,"",48,931,2262,0.0153460695,0.1011587848,0.2164108988,0.2367679298,0.3755089258,0.0786094582,0.4005637332,0.366113373,0.0131537739,0.0225493267,0.0579392421,0.1246476668,0.3520200438,0.1838396492,0.4278108362,0.369558409,0.4917005951,0.3939868462,0.75,0.75,0.4008769183,0.125274037,0.0284998434,0.5537112433,0.1935483871,2.1632160164
010095,"Hale County Hospital","508 Green Street",Greensboro,36744,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",77,690721,717613,604923,86,298,305,77.38961039,"",18,25,"",46,31,34,42,"","","","",39,38,0,0.0779220779,0.0909090909,0.3506493506,0.3116883117,0.025974026,0.2077922078,0.1688311688,0,0.012987013,0,0.1168831169,0.2467532468,0.1298701299,0.6493506494,0.3376623377,0.4415584416,0.4155844156,0.75,0.75,0.3506493506,0.1038961039,0.025974026,0.5454545455,0.1038961039,1.8822184429
010097,"Elmore Community Hospital","500 Hospital Drive",Wetumpka,36092,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",128,937348,1355276,1147974,158,492,496,73.171875,27,36,38,27,68,60,109,19,"","","","",24,104,0.0390625,0.265625,0.34375,0.15625,0.4140625,0.1171875,0.3671875,0.28125,0,0.046875,0.0703125,0.1015625,0.2734375,0.140625,0.296875,0.40625,0.46875,0.3203125,0.734375,0.75,0.3828125,0.125,0.0078125,0.546875,0.140625,1.3780800781
010099,"D W Mcmillan Memorial Hospital","1301 Belleville Avenue",Brewton,36426,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",187,5161499,2339458,2037926,262,931,940,76.459893048,21,56,62,48,102,85,147,38,"","","","",50,137,0.0106951872,0.0695187166,0.1871657754,0.2459893048,0.3422459893,0.064171123,0.3048128342,0.2780748663,0.0160427807,0.0267379679,0.0427807487,0.1016042781,0.3903743316,0.2406417112,0.4973262032,0.3475935829,0.4812834225,0.3957219251,0.7165775401,0.75,0.4545454545,0.128342246,0.0374331551,0.5668449198,0.1764705882,1.6354966356
010100,"Thomas Hospital","750 Morphy Avenue",Fairhope,36532,AL,01,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",2096,112154459,35377572,28469612,2879,13625,14211,76.784828244,163,667,787,479,1121,975,1941,86,13,14,"","",180,1916,0.0166984733,0.0877862595,0.1421755725,0.2194656489,0.364980916,0.0353053435,0.3835877863,0.3535305344,0.0076335878,0.0190839695,0.0372137405,0.1283396947,0.4017175573,0.2061068702,0.4250954198,0.2743320611,0.3888358779,0.3974236641,0.75,0.75,0.5801526718,0.1932251908,0.0458015267,0.598759542,0.1607824427,1.80423224
010101,"Citizens Baptist Medical Center","604 Stone Avenue",Talladega,35161,AL,01,99,Unknown,246,24252781,3711157,3173174,331,1238,1281,73.207317073,42,79,74,51,135,111,175,67,"","","","",96,150,0.0040650407,0.1300813008,0.2479674797,0.3170731707,0.4430894309,0.0406504065,0.4512195122,0.3902439024,0.0203252033,0.0243902439,0.0853658537,0.0772357724,0.3658536585,0.1422764228,0.4471544715,0.3902439024,0.512195122,0.4512195122,0.75,0.75,0.4918699187,0.1300813008,0.0569105691,0.5853658537,0.3089430894,2.4865284041
010102,"J Paul Jones Hospital","317 Mcwilliams Avenue",Camden,36726,AL,01,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",18,128838,185034,162634,20,72,72,76.611111111,"","","","","","",12,"","","","","","","",0,0.0555555556,0.2777777778,0.2222222222,0.1666666667,0,0.2222222222,0.1666666667,0,0,0.1111111111,0,0.3888888889,0.2222222222,0.6111111111,0.4444444444,0.5,0.3333333333,0.6666666667,0.75,0.2777777778,0,0,0.3888888889,0.2222222222,1.3819684066
010103,"Princeton Baptist Medical Center","701 Princeton Avenue Southwest",Birmingham,35211,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1352,232219711,31172039,22021295,1698,9144,9556,74.23964497,167,501,447,237,662,690,902,426,"","","",15,335,1017,0.0110946746,0.1568047337,0.2359467456,0.2610946746,0.3786982249,0.0636094675,0.4164201183,0.3853550296,0.0170118343,0.0192307692,0.0621301775,0.1301775148,0.3735207101,0.2071005917,0.5081360947,0.3565088757,0.5155325444,0.474112426,0.75,0.75,0.5924556213,0.1449704142,0.024408284,0.6042899408,0.2366863905,2.2632014093
010104,"Grandview Medical Center","3690 Grandview Parkway",Birmingham,35243,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4260,998653409,80595137,60995381,5520,25406,27439,74.848122066,502,1456,1463,839,2347,1913,3751,403,19,23,"","",420,3840,0.0220657277,0.1154929577,0.1607981221,0.1957746479,0.4178403756,0.091314554,0.4014084507,0.3537558685,0.0284037559,0.0244131455,0.0575117371,0.1455399061,0.3786384977,0.1922535211,0.4,0.2856807512,0.4269953052,0.3720657277,0.75,0.75,0.4687793427,0.1561032864,0.0377934272,0.6100938967,0.2208920188,1.7964858293
010108,"Prattville Baptist Hospital","124 S Memorial Dr",Prattville,36067,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",514,19994859,6152878,4892518,677,3289,3432,76.190661479,64,140,181,129,293,221,435,65,"","","","",66,448,0.0194552529,0.1050583658,0.1945525292,0.2957198444,0.4124513619,0.0583657588,0.4163424125,0.3852140078,0.0155642023,0.03307393,0.0583657588,0.1128404669,0.3813229572,0.1964980545,0.4941634241,0.4163424125,0.46692607,0.4630350195,0.75,0.75,0.5525291829,0.1712062257,0.0291828794,0.5836575875,0.2315175097,1.9294232584
010112,"Whitfield Regional Hospital","105 Highway 80 East",Demopolis,36732,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",260,8116238,4555207,4051839,335,2235,2277,74.465384615,42,80,77,61,151,109,145,111,"","","","",102,158,0,0.1076923077,0.1923076923,0.3307692308,0.3538461538,0.0307692308,0.4038461538,0.3384615385,0.0192307692,0.0230769231,0.0653846154,0.1423076923,0.3576923077,0.1961538462,0.5769230769,0.3653846154,0.5115384615,0.5153846154,0.75,0.75,0.4653846154,0.1,0.0384615385,0.4653846154,0.1923076923,2.3519296386
010113,"Mobile Infirmary Medical Center","5 Mobile Infirmary Circle",Mobile,36607,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3126,202355897,61189959,50782688,4342,27718,29190,74.658669226,422,1009,1047,648,1659,1467,2415,639,"",20,"",37,631,2495,0.0163147793,0.1113243762,0.1996161228,0.2418426104,0.3432501599,0.0419065899,0.3560460653,0.3093410109,0.0169545745,0.0163147793,0.094049904,0.1244401791,0.3765195138,0.2184900832,0.4907229687,0.3262955854,0.4430582214,0.439859245,0.75,0.75,0.540946897,0.1657069738,0.0393474088,0.5467050544,0.1992962252,2.1092878895
010114,"Medical West, An Affiliate Of Uab Health System","995 9th Avenue Southwest",Bessemer,35021,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",754,38337331,11751939,9567655,999,5928,6266,74.328912467,102,264,240,148,393,361,560,181,"","","","",160,594,0.0225464191,0.1724137931,0.2718832891,0.2877984085,0.4363395225,0.0901856764,0.4522546419,0.3832891247,0.0305039788,0.0331564987,0.0782493369,0.1087533156,0.3222811671,0.2214854111,0.4840848806,0.4350132626,0.4840848806,0.3872679045,0.75,0.75,0.4137931034,0.1525198939,0.0384615385,0.5782493369,0.1816976127,2.1569537143
010118,"Vaughan Regional Medical Center Parkway Campus","1015 Medical Center Parkway",Selma,36701,AL,01,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",399,43774031,6013837,4950932,574,2157,2201,73.348370927,81,112,110,96,228,171,142,250,"","","","",216,183,0.007518797,0.1228070175,0.1553884712,0.3533834586,0.3784461153,0.0476190476,0.3308270677,0.2656641604,0.0250626566,0.007518797,0.1052631579,0.1203007519,0.2606516291,0.1553884712,0.5839598997,0.3157894737,0.4686716792,0.4887218045,0.75,0.75,0.5137844612,0.1027568922,0.0526315789,0.4812030075,0.2305764411,2.3956797192
010120,"Monroe County Hospital","2016 South Alabama Avenue",Monroeville,36460,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",161,2538877,1571214,1316118,186,653,667,78.086956522,13,37,65,46,94,67,125,33,"","","","",33,128,0.0124223602,0.0869565217,0.1428571429,0.2919254658,0.2422360248,0.0186335404,0.3416149068,0.2857142857,0.0186335404,0.0062111801,0.0248447205,0.0745341615,0.347826087,0.2111801242,0.3664596273,0.3850931677,0.4844720497,0.5279503106,0.6894409938,0.75,0.4906832298,0.0931677019,0.049689441,0.5155279503,0.2670807453,1.5190868765
010125,"Lakeland Community Hospital","42024 Highway 195 E",Haleyville,35565,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",215,7970137,2730698,2354317,300,1346,1363,76.646511628,20,66,76,53,139,76,213,"","","","","",89,126,0.0046511628,0.2093023256,0.2465116279,0.2790697674,0.511627907,0.0744186047,0.4604651163,0.3953488372,0.023255814,0.0418604651,0.0976744186,0.0837209302,0.3581395349,0.1581395349,0.3534883721,0.6744186047,0.4372093023,0.5720930233,0.75,0.75,0.4,0.1395348837,0.0697674419,0.6511627907,0.1581395349,1.7668788332
010126,"Troy Regional Medical Center","1330 Highway 231 South",Troy,36081,AL,01,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",139,3172551,1754917,1540767,164,622,625,77.100719424,13,37,55,34,69,70,113,24,"","","","",45,94,0.0215827338,0.1654676259,0.1582733813,0.3237410072,0.4028776978,0.1223021583,0.3884892086,0.3237410072,0,0.0647482014,0.1151079137,0.1007194245,0.2949640288,0.2014388489,0.4172661871,0.4244604317,0.4532374101,0.381294964,0.7050359712,0.75,0.4172661871,0.1438848921,0.0287769784,0.5323741007,0.1151079137,1.8519622302
010128,"Jackson Medical Center","220 Hospital Drive",Jackson,36545,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",91,919324,782474,623699,122,396,408,71.241758242,25,19,30,17,38,53,69,22,"","","","",22,69,0.043956044,0.1538461538,0.1978021978,0.1758241758,0.2857142857,0.0769230769,0.2637362637,0.1978021978,0,0.032967033,0.0549450549,0.1098901099,0.3516483516,0.0879120879,0.3296703297,0.2967032967,0.4945054945,0.3956043956,0.6263736264,0.75,0.4945054945,0.0549450549,0.032967033,0.4175824176,0.1978021978,1.8500390384
010129,"North Baldwin Infirmary","1815 Hand Avenue","Bay Minette",36507,AL,01,3,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",260,7826594,3589975,2727403,327,1495,1678,77.2,25,71,85,79,140,120,212,39,"","","","",57,203,0.0230769231,0.0769230769,0.1653846154,0.4615384615,0.3846153846,0.0769230769,0.3923076923,0.3923076923,0.0269230769,0.0192307692,0.1461538462,0.1038461538,0.3923076923,0.1692307692,0.4038461538,0.3346153846,0.4538461538,0.4461538462,0.75,0.75,0.5038461538,0.1730769231,0.1038461538,0.5038461538,0.1846153846,1.9708425887
010130,"St Vincent's St Clair","7063 Veterans Parkway","Pell City",35125,AL,01,5,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",379,13003876,4011455,3306405,469,2003,2064,76.90237467,36,108,136,99,221,158,357,14,"","","","",45,334,0.0105540897,0.1635883905,0.2321899736,0.308707124,0.4063324538,0.110817942,0.4511873351,0.4116094987,0.0237467018,0.0158311346,0.0791556728,0.1424802111,0.382585752,0.1451187335,0.4643799472,0.4881266491,0.4406332454,0.437994723,0.75,0.75,0.5065963061,0.1372031662,0.0501319261,0.5013192612,0.2137203166,2.0628140817
010131,"Crestwood Medical Center","One Hospital Dr Se",Huntsville,35801,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2039,412507777,29772840,23614406,2501,11313,12135,76.999509564,167,636,696,540,1116,923,1774,196,15,24,"","",165,1874,0.0142226582,0.0735654733,0.1662579696,0.2020598333,0.3369298676,0.0456105934,0.3506620893,0.3114271702,0.0181461501,0.0166748406,0.020107896,0.1402648357,0.3795978421,0.2084355076,0.4355076018,0.2452182442,0.4124570868,0.3236880824,0.75,0.75,0.4261893085,0.169691025,0.0333496812,0.6326630701,0.2153016184,1.6025638052
010138,"Hill Hospital Of Sumter County","751 Derby Drive",York,36925,AL,01,6,"Micropolitan low commuting: primary flow 10% to <30% to a urban cluster of 10,000 to 49,999",17,203949,114404,94404,20,140,140,64.470588235,11,"","","","","","",16,"","","","","","",0.1176470588,0.75,0.5294117647,0.2352941176,0.5294117647,0.3529411765,0.7058823529,0.6470588235,0,0.1176470588,0.2941176471,0,0.0588235294,0.1176470588,0.4117647059,0.1764705882,0.4705882353,0.1764705882,0.7058823529,0.75,0.1764705882,0.0588235294,0,0.2941176471,0.2352941176,1.4061862745
010139,"Brookwood Baptist Medical Center","1280 Columbiana Road Ste 102",Vestavia,35216,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1340,294573008,22396957,18376842,1604,8017,8715,74.68880597,169,429,482,260,752,588,1089,213,"","","",22,219,1121,0.023880597,0.1335820896,0.1664179104,0.2686567164,0.3813432836,0.0776119403,0.4111940299,0.3723880597,0.0291044776,0.0268656716,0.0820895522,0.123880597,0.3850746269,0.2208955224,0.4432835821,0.2940298507,0.4276119403,0.3753731343,0.75,0.75,0.4850746269,0.1611940299,0.0455223881,0.5805970149,0.2962686567,2.0213465181
010144,"Springhill Memorial Hospital","3719 Dauphin Street",Mobile,36608,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1440,85364223,27267486,24027777,1823,9768,10136,75.525,145,461,557,277,747,693,1171,239,"","","",11,222,1218,0.0097222222,0.1104166667,0.1902777778,0.1972222222,0.2861111111,0.0277777778,0.3465277778,0.3215277778,0.0479166667,0.01875,0.0340277778,0.1194444444,0.4604166667,0.1868055556,0.4388888889,0.3229166667,0.4444444444,0.5138888889,0.75,0.75,0.6368055556,0.1256944444,0.0465277778,0.5048611111,0.1694444444,2.0704692739
010148,"Evergreen Medical Center","101 Crestview Avenue",Evergreen,36401,AL,01,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",242,3704875,2753572,2336826,372,1316,1339,75.404958678,37,68,76,61,138,104,166,75,"","","","",87,155,0.0123966942,0.1446280992,0.2727272727,0.2190082645,0.2809917355,0.0495867769,0.2107438017,0.1652892562,0.0123966942,0.0082644628,0.0454545455,0.1074380165,0.2727272727,0.1487603306,0.3223140496,0.5454545455,0.479338843,0.5454545455,0.75,0.75,0.5661157025,0.1074380165,0.0247933884,0.5826446281,0.1983471074,1.4380139042
010149,"Baptist Medical Center East","400 Taylor Road",Montgomery,36117,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1120,53531403,16214523,12785072,1411,7122,7636,75.021428571,143,346,375,256,609,511,768,310,12,"","",21,169,951,0.0080357143,0.1142857143,0.1464285714,0.2035714286,0.3258928571,0.0303571429,0.325,0.2883928571,0.0026785714,0.0178571429,0.0321428571,0.1125,0.3571428571,0.2241071429,0.4785714286,0.3169642857,0.4241071429,0.4098214286,0.75,0.75,0.4642857143,0.1464285714,0.0285714286,0.5651785714,0.1901785714,1.9372943336
010150,"Regional Medical Center Of Central Alabama","29 L V Stabler Drive",Greenville,36037,AL,01,8,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",128,7169304,1337993,1140822,144,684,698,76.0546875,23,29,39,37,72,56,82,43,"","","","",48,80,0.03125,0.1328125,0.25,0.3671875,0.390625,0.078125,0.453125,0.375,0.046875,0.0234375,0.09375,0.1171875,0.3203125,0.15625,0.4140625,0.34375,0.5,0.4375,0.734375,0.75,0.4140625,0.109375,0.0625,0.6171875,0.1328125,1.9634738559
010157,"North Alabama Shoals Hospital","201 West Avalon Avenue","Muscle Shoals",35661,AL,01,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",140,3919295,1404490,1260207,159,1012,1013,66.064285714,52,44,24,20,74,66,110,26,"","","","",64,76,0.05,0.3142857143,0.3714285714,0.2357142857,0.6285714286,0.2214285714,0.6714285714,0.5928571429,0.0357142857,0.0857142857,0.3142857143,0.15,0.2928571429,0.1071428571,0.3285714286,0.4071428571,0.4428571429,0.2857142857,0.75,0.75,0.3428571429,0.1714285714,0.05,0.5571428571,0.15,1.6432175093
010158,"Russellville Hospital","15155 Highway 43",Russellville,35653,AL,01,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",238,12562477,3366310,2908042,331,1488,1519,74.647058824,41,70,72,55,155,83,225,"","","","","",113,125,0.0378151261,0.2268907563,0.2983193277,0.3403361345,0.5546218487,0.0924369748,0.5084033613,0.4621848739,0.0462184874,0.0168067227,0.0672268908,0.0924369748,0.3571428571,0.1260504202,0.3697478992,0.5336134454,0.487394958,0.3655462185,0.731092437,0.75,0.4075630252,0.1260504202,0.0630252101,0.6722689076,0.1176470588,1.6454782964
010164,"Coosa Valley Medical Center","315 W Hickory St",Sylacauga,35150,AL,01,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",396,16225611,4924144,4122201,492,2164,2244,75.949494949,61,95,134,106,214,182,330,58,"","","","",101,295,0.0151515152,0.1262626263,0.1919191919,0.2777777778,0.398989899,0.0656565657,0.3964646465,0.3383838384,0.0075757576,0.0328282828,0.095959596,0.1186868687,0.3888888889,0.1818181818,0.4318181818,0.4343434343,0.452020202,0.4545454545,0.7373737374,0.75,0.4595959596,0.1363636364,0.0580808081,0.4898989899,0.1843434343,1.7048283324
